Confirmed,country,Deaths,date,Province/State,Recovered
673.0,Spain,17.0,2020-03-08,,30.0
502.0,Japan,6.0,2020-03-08,,76.0
337.0,Switzerland,2.0,2020-03-08,,3.0
273.0,UK,3.0,2020-03-08,,18.0
265.0,Netherlands,3.0,2020-03-08,,0.0
203.0,Sweden,0.0,2020-03-08,,0.0
200.0,Belgium,0.0,2020-03-08,,1.0
176.0,Norway,0.0,2020-03-08,,0.0
114.0,Hong Kong,3.0,2020-03-08,,58.0
104.0,Austria,0.0,2020-03-08,,0.0
99.0,Malaysia,0.0,2020-03-08,,24.0
60.0,Iraq,6.0,2020-03-08,,0.0
49.0,Egypt,1.0,2020-03-08,,1.0
45.0,Taiwan,1.0,2020-03-08,,13.0
39.0,India,0.0,2020-03-08,,3.0
35.0,Denmark,0.0,2020-03-08,,1.0
23.0,Finland,0.0,2020-03-08,,1.0
21.0,Republic of Ireland,0.0,2020-03-08,,0.0
20.0,Brazil,0.0,2020-03-08,,0.0
19.0,Algeria,0.0,2020-03-08,,0.0
19.0,Ireland,0.0,2020-03-08,,0.0
15.0,Qatar,0.0,2020-03-08,,0.0
14.0,Ecuador,0.0,2020-03-08,,0.0
13.0,Georgia,0.0,2020-03-08,,0.0
11.0,Poland,0.0,2020-03-08,,0.0
11.0,Saudi Arabia,0.0,2020-03-08,,0.0
10.0,Philippines,1.0,2020-03-08,,1.0
7.0,Hungary,0.0,2020-03-08,,0.0
6.0,Indonesia,0.0,2020-03-08,,0.0
6.0,Peru,0.0,2020-03-08,,0.0
5.0,Costa Rica,0.0,2020-03-08,,0.0
4.0,Bulgaria,0.0,2020-03-08,,0.0
2.0,Latvia,0.0,2020-03-08,,0.0
1.0,Moldova,0.0,2020-03-08,,0.0
9172.0,Italy,463.0,2020-03-09,,724.0
7478.0,South Korea,53.0,2020-03-09,,118.0
7161.0,Iran,237.0,2020-03-09,,2394.0
1209.0,France,19.0,2020-03-09,,12.0
1176.0,Germany,2.0,2020-03-09,,18.0
1073.0,Spain,28.0,2020-03-09,,32.0
511.0,Japan,17.0,2020-03-09,,76.0
374.0,Switzerland,2.0,2020-03-09,,3.0
321.0,Netherlands,3.0,2020-03-09,,0.0
321.0,UK,4.0,2020-03-09,,18.0
248.0,Sweden,0.0,2020-03-09,,1.0
239.0,Belgium,0.0,2020-03-09,,1.0
205.0,Norway,0.0,2020-03-09,,1.0
131.0,Austria,0.0,2020-03-09,,2.0
117.0,Malaysia,0.0,2020-03-09,,24.0
115.0,Hong Kong,3.0,2020-03-09,,59.0
95.0,Bahrain,0.0,2020-03-09,,14.0
90.0,Denmark,0.0,2020-03-09,,1.0
60.0,Iraq,6.0,2020-03-09,,9.0
58.0,Iceland,0.0,2020-03-09,,0.0
55.0,Egypt,1.0,2020-03-09,,12.0
45.0,Taiwan,1.0,2020-03-09,,15.0
43.0,India,0.0,2020-03-09,,3.0
30.0,Finland,0.0,2020-03-09,,1.0
25.0,Brazil,0.0,2020-03-09,,0.0
21.0,Ireland,0.0,2020-03-09,,0.0
20.0,Philippines,1.0,2020-03-09,,1.0
19.0,Indonesia,0.0,2020-03-09,,0.0
18.0,Qatar,0.0,2020-03-09,,0.0
16.0,Poland,0.0,2020-03-09,,0.0
15.0,Saudi Arabia,0.0,2020-03-09,,0.0
7.0,Peru,0.0,2020-03-09,,0.0
6.0,Belarus,0.0,2020-03-09,,1.0
6.0,Latvia,0.0,2020-03-09,,0.0
2.0,Albania,0.0,2020-03-09,,0.0
2.0,Cyprus,0.0,2020-03-09,,0.0
2.0,St. Martin,0.0,2020-03-09,,0.0
1.0,Brunei,0.0,2020-03-09,,0.0
1.0,Moldova,0.0,2020-03-09,,0.0
10149.0,Italy,631.0,2020-03-10,,724.0
8042.0,Iran (Islamic Republic of),291.0,2020-03-10,,2731.0
7513.0,Republic of Korea,54.0,2020-03-10,,247.0
1784.0,France,33.0,2020-03-10,,12.0
1695.0,Spain,35.0,2020-03-10,,32.0
1457.0,Germany,2.0,2020-03-10,,18.0
581.0,Japan,10.0,2020-03-10,,101.0
491.0,Switzerland,3.0,2020-03-10,,3.0
400.0,Norway,0.0,2020-03-10,,1.0
382.0,Netherlands,4.0,2020-03-10,,0.0
382.0,UK,6.0,2020-03-10,,18.0
355.0,Sweden,0.0,2020-03-10,,1.0
267.0,Belgium,0.0,2020-03-10,,1.0
262.0,Denmark,0.0,2020-03-10,,1.0
182.0,Austria,0.0,2020-03-10,,4.0
160.0,Singapore,0.0,2020-03-10,,78.0
129.0,Malaysia,0.0,2020-03-10,,24.0
120.0,Hong Kong SAR,3.0,2020-03-10,,65.0
110.0,Bahrain,0.0,2020-03-10,,22.0
89.0,Greece,0.0,2020-03-10,,0.0
74.0,United Arab Emirates,0.0,2020-03-10,,12.0
71.0,Iraq,7.0,2020-03-10,,3.0
69.0,Iceland,0.0,2020-03-10,,1.0
69.0,Kuwait,0.0,2020-03-10,,1.0
59.0,Egypt,1.0,2020-03-10,,1.0
58.0,Israel,0.0,2020-03-10,,4.0
56.0,India,0.0,2020-03-10,,4.0
53.0,Thailand,1.0,2020-03-10,,33.0
51.0,San Marino,2.0,2020-03-10,,0.0
47.0,Taipei and environs,1.0,2020-03-10,,17.0
41.0,Czech Republic,0.0,2020-03-10,,0.0
41.0,Lebanon,1.0,2020-03-10,,1.0
41.0,Portugal,0.0,2020-03-10,,0.0
40.0,Finland,0.0,2020-03-10,,1.0
34.0,Ireland,0.0,2020-03-10,,0.0
33.0,Philippines,1.0,2020-03-10,,2.0
31.0,Brazil,0.0,2020-03-10,,0.0
31.0,Slovenia,0.0,2020-03-10,,0.0
31.0,Viet Nam,0.0,2020-03-10,,16.0
27.0,Indonesia,0.0,2020-03-10,,2.0
25.0,Romania,0.0,2020-03-10,,3.0
25.0,occupied Palestinian territory,0.0,2020-03-10,,0.0
24.0,Qatar,0.0,2020-03-10,,0.0
22.0,Poland,0.0,2020-03-10,,0.0
20.0,Saudi Arabia,0.0,2020-03-10,,1.0
17.0,Argentina,1.0,2020-03-10,,0.0
16.0,Pakistan,0.0,2020-03-10,,1.0
14.0,Croatia,0.0,2020-03-10,,0.0
13.0,Chile,0.0,2020-03-10,,0.0
12.0,Estonia,0.0,2020-03-10,,0.0
11.0,Azerbaijan,0.0,2020-03-10,,0.0
10.0,Albania,0.0,2020-03-10,,0.0
10.0,Macao SAR,0.0,2020-03-10,,10.0
10.0,Russian Federation,0.0,2020-03-10,,3.0
8.0,Latvia,0.0,2020-03-10,,1.0
7.0,Mexico,0.0,2020-03-10,,4.0
7.0,Slovakia,0.0,2020-03-10,,0.0
7.0,South Africa,0.0,2020-03-10,,0.0
6.0,Maldives,0.0,2020-03-10,,0.0
5.0,Afghanistan,0.0,2020-03-10,,0.0
5.0,Bosnia and Herzegovina,0.0,2020-03-10,,0.0
5.0,Luxembourg,0.0,2020-03-10,,0.0
5.0,Malta,0.0,2020-03-10,,0.0
5.0,Serbia,0.0,2020-03-10,,0.0
5.0,Tunisia,0.0,2020-03-10,,0.0
3.0,Colombia,0.0,2020-03-10,,0.0
3.0,Cyprus,0.0,2020-03-10,,0.0
3.0,Morocco,1.0,2020-03-10,,0.0
3.0,Republic of Moldova,0.0,2020-03-10,,0.0
2.0,Saint Martin,0.0,2020-03-10,,0.0
1.0,Brunei,0.0,2020-03-10,,0.0
1.0,Burkina Faso,0.0,2020-03-10,,0.0
1.0,Channel Islands,0.0,2020-03-10,,0.0
1.0,Gibraltar,0.0,2020-03-10,,1.0
1.0,Panama,0.0,2020-03-10,,0.0
1.0,Sri Lanka,0.0,2020-03-10,,1.0
10075.0,Iran,429.0,2020-03-12,,2959.0
7869.0,"Korea, South",66.0,2020-03-12,,333.0
2277.0,Spain,55.0,2020-03-12,,183.0
2078.0,Germany,3.0,2020-03-12,,25.0
702.0,Norway,0.0,2020-03-12,,1.0
639.0,Japan,16.0,2020-03-12,,118.0
615.0,Denmark,0.0,2020-03-12,,1.0
599.0,Sweden,1.0,2020-03-12,,1.0
302.0,Austria,1.0,2020-03-12,,4.0
131.0,Israel,0.0,2020-03-12,,4.0
103.0,Iceland,0.0,2020-03-12,,1.0
94.0,Czechia,0.0,2020-03-12,,0.0
89.0,Slovenia,0.0,2020-03-12,,0.0
85.0,United Arab Emirates,0.0,2020-03-12,,17.0
80.0,Kuwait,0.0,2020-03-12,,5.0
73.0,India,1.0,2020-03-12,,4.0
71.0,Iraq,8.0,2020-03-12,,15.0
70.0,Thailand,1.0,2020-03-12,,34.0
69.0,San Marino,3.0,2020-03-12,,0.0
67.0,Egypt,1.0,2020-03-12,,27.0
61.0,Lebanon,3.0,2020-03-12,,1.0
52.0,Brazil,0.0,2020-03-12,,0.0
52.0,Philippines,2.0,2020-03-12,,2.0
49.0,Poland,1.0,2020-03-12,,0.0
49.0,Romania,0.0,2020-03-12,,6.0
49.0,Taiwan*,1.0,2020-03-12,,20.0
45.0,Saudi Arabia,0.0,2020-03-12,,1.0
39.0,Vietnam,0.0,2020-03-12,,16.0
28.0,Russia,0.0,2020-03-12,,3.0
24.0,Algeria,1.0,2020-03-12,,8.0
23.0,Albania,1.0,2020-03-12,,0.0
22.0,Costa Rica,0.0,2020-03-12,,0.0
20.0,Pakistan,0.0,2020-03-12,,2.0
19.0,Luxembourg,0.0,2020-03-12,,0.0
19.0,Serbia,0.0,2020-03-12,,0.0
17.0,South Africa,0.0,2020-03-12,,0.0
16.0,Slovakia,0.0,2020-03-12,,0.0
15.0,Peru,0.0,2020-03-12,,0.0
12.0,Belarus,0.0,2020-03-12,,3.0
12.0,Mexico,0.0,2020-03-12,,4.0
11.0,Bosnia and Herzegovina,0.0,2020-03-12,,0.0
11.0,Panama,1.0,2020-03-12,,0.0
6.0,Morocco,1.0,2020-03-12,,0.0
4.0,Armenia,0.0,2020-03-12,,0.0
3.0,Cuba,0.0,2020-03-12,,0.0
2.0,Jamaica,0.0,2020-03-12,,0.0
2.0,Monaco,0.0,2020-03-12,,0.0
1.0,Andorra,0.0,2020-03-12,,1.0
1.0,Cote d'Ivoire,0.0,2020-03-12,,0.0
1.0,Guyana,1.0,2020-03-12,,0.0
1.0,Nepal,0.0,2020-03-11,,1.0
26.0,Algeria,2.0,2020-03-11,,8.0
19.0,Oman,0.0,2020-03-11,,9.0
3.0,Ukraine,1.0,2020-03-11,,0.0
3.0,Bangladesh,0.0,2020-03-11,,0.0
14.0,North Macedonia,0.0,2020-03-11,,1.0
4.0,Cuba,0.0,2020-03-11,,0.0
2.0,Nigeria,0.0,2020-03-11,,0.0
5.0,New Zealand,0.0,2020-03-11,,0.0
27.0,Belarus,0.0,2020-03-11,,3.0
8.0,Armenia,0.0,2020-03-11,,0.0
4.0,Kazakhstan,0.0,2020-03-11,,0.0
1.0,Cayman Islands,0.0,2020-03-11,,0.0
1.0,Guadeloupe,0.0,2020-03-11,,0.0
5.0,Dominican Republic,0.0,2020-03-11,,0.0
10.0,Senegal,0.0,2020-03-11,,1.0
1.0,Ethiopia,0.0,2020-03-11,,0.0
1.0,Sudan,1.0,2020-03-11,,0.0
1.0,Andorra,0.0,2020-03-11,,0.0
1.0,Guinea,0.0,2020-03-11,,0.0
1.0,Antigua and Barbuda,0.0,2020-03-11,,0.0
2.0,Aruba,0.0,2020-03-11,,0.0
1.0,Jordan,0.0,2020-03-11,,1.0
1.0,Kenya,0.0,2020-03-11,,0.0
1.0,Bhutan,0.0,2020-03-11,,0.0
1.0,Holy See,0.0,2020-03-11,,0.0
2.0,Cameroon,0.0,2020-03-11,,0.0
1.0,Togo,0.0,2020-03-11,,0.0
28.0,Peru,0.0,2020-03-11,,0.0
5.0,French Guiana,0.0,2020-03-11,,0.0
1.0,Mongolia,0.0,2020-03-11,,0.0
2.0,Monaco,0.0,2020-03-11,,0.0
1.0,Liechtenstein,0.0,2020-03-11,,0.0
1.0,Guyana,1.0,2020-03-11,,0.0
12729.0,Iran,611.0,2020-03-14,,2959.0
8086.0,"Korea, South",72.0,2020-03-14,,510.0
6391.0,Spain,195.0,2020-03-14,,517.0
4585.0,Germany,9.0,2020-03-14,,46.0
1359.0,Switzerland,13.0,2020-03-14,,4.0
1090.0,Norway,3.0,2020-03-14,,1.0
961.0,Sweden,2.0,2020-03-14,,1.0
959.0,Netherlands,12.0,2020-03-14,,2.0
689.0,Belgium,4.0,2020-03-14,,1.0
655.0,Austria,1.0,2020-03-14,,6.0
238.0,Malaysia,0.0,2020-03-14,,35.0
228.0,Greece,3.0,2020-03-14,,8.0
225.0,Finland,0.0,2020-03-14,,1.0
212.0,Singapore,0.0,2020-03-14,,105.0
193.0,Israel,0.0,2020-03-14,,4.0
189.0,Czechia,0.0,2020-03-14,,0.0
181.0,Slovenia,1.0,2020-03-14,,0.0
169.0,Portugal,0.0,2020-03-14,,2.0
156.0,Iceland,0.0,2020-03-14,,1.0
151.0,Brazil,0.0,2020-03-13,,0.0
123.0,Romania,0.0,2020-03-14,,9.0
115.0,Estonia,0.0,2020-03-14,,0.0
111.0,Philippines,8.0,2020-03-14,,2.0
109.0,Egypt,2.0,2020-03-14,,27.0
104.0,Kuwait,0.0,2020-03-14,,5.0
103.0,Poland,3.0,2020-03-14,,0.0
102.0,India,2.0,2020-03-14,,4.0
96.0,Indonesia,5.0,2020-03-14,,8.0
93.0,Lebanon,3.0,2020-03-14,,1.0
85.0,United Arab Emirates,0.0,2020-03-13,,17.0
82.0,Thailand,1.0,2020-03-14,,35.0
80.0,San Marino,5.0,2020-03-14,,4.0
59.0,Russia,0.0,2020-03-14,,8.0
53.0,Taiwan*,1.0,2020-03-14,,20.0
53.0,Vietnam,0.0,2020-03-14,,16.0
51.0,Luxembourg,1.0,2020-03-14,,0.0
44.0,Slovakia,0.0,2020-03-14,,0.0
41.0,Bulgaria,2.0,2020-03-14,,0.0
40.0,Brunei,0.0,2020-03-14,,0.0
38.0,Albania,1.0,2020-03-14,,0.0
38.0,Croatia,0.0,2020-03-14,,1.0
38.0,Peru,0.0,2020-03-14,,0.0
38.0,South Africa,0.0,2020-03-14,,0.0
37.0,Algeria,3.0,2020-03-14,,12.0
36.0,Panama,1.0,2020-03-14,,0.0
34.0,Argentina,2.0,2020-03-14,,1.0
31.0,Pakistan,0.0,2020-03-14,,2.0
30.0,Hungary,0.0,2020-03-14,,1.0
26.0,Costa Rica,0.0,2020-03-14,,0.0
26.0,Latvia,0.0,2020-03-14,,1.0
26.0,Mexico,0.0,2020-03-14,,4.0
22.0,Colombia,0.0,2020-03-14,,0.0
19.0,Oman,0.0,2020-03-13,,9.0
18.0,Armenia,0.0,2020-03-14,,0.0
18.0,Bosnia and Herzegovina,0.0,2020-03-14,,0.0
18.0,Malta,0.0,2020-03-14,,1.0
17.0,Canada,0.0,2020-03-13,,0.0
17.0,Morocco,1.0,2020-03-14,,1.0
11.0,Afghanistan,0.0,2020-03-14,,0.0
10.0,Maldives,0.0,2020-03-14,,0.0
10.0,Sri Lanka,0.0,2020-03-14,,1.0
8.0,Lithuania,0.0,2020-03-14,,0.0
6.0,Kazakhstan,0.0,2020-03-14,,0.0
6.0,New Zealand,0.0,2020-03-14,,0.0
6.0,Reunion,0.0,2020-03-14,,0.0
5.0,Turkey,0.0,2020-03-13,,0.0
3.0,Bangladesh,0.0,2020-03-13,,0.0
3.0,Ghana,0.0,2020-03-14,,0.0
2.0,Honduras,0.0,2020-03-13,,0.0
2.0,Seychelles,0.0,2020-03-14,,0.0
2.0,Venezuela,0.0,2020-03-14,,0.0
1.0,Antigua and Barbuda,0.0,2020-03-13,,0.0
1.0,Eswatini,0.0,2020-03-14,,0.0
1.0,Guinea,0.0,2020-03-13,,0.0
1.0,Guyana,1.0,2020-03-14,,0.0
1.0,Jordan,0.0,2020-03-14,,1.0
1.0,Mauritania,0.0,2020-03-14,,0.0
1.0,Rwanda,0.0,2020-03-14,,0.0
13938.0,Iran,724.0,2020-03-15,,4590.0
8162.0,"Korea, South",75.0,2020-03-15,,510.0
7798.0,Spain,289.0,2020-03-15,,517.0
5795.0,Germany,11.0,2020-03-15,,46.0
1221.0,Norway,3.0,2020-03-15,,1.0
1135.0,Netherlands,20.0,2020-03-15,,2.0
1022.0,Sweden,3.0,2020-03-15,,1.0
886.0,Belgium,4.0,2020-03-15,,1.0
860.0,Austria,1.0,2020-03-15,,6.0
428.0,Malaysia,0.0,2020-03-15,,42.0
245.0,Portugal,0.0,2020-03-15,,2.0
244.0,Finland,0.0,2020-03-15,,10.0
253.0,Czechia,0.0,2020-03-15,,0.0
331.0,Greece,4.0,2020-03-15,,8.0
226.0,Singapore,0.0,2020-03-15,,105.0
219.0,Slovenia,1.0,2020-03-15,,0.0
251.0,Israel,0.0,2020-03-15,,4.0
162.0,Brazil,0.0,2020-03-15,,0.0
171.0,Iceland,5.0,2020-03-15,,8.0
140.0,Philippines,11.0,2020-03-15,,2.0
171.0,Estonia,0.0,2020-03-15,,1.0
131.0,Romania,0.0,2020-03-15,,9.0
119.0,Poland,3.0,2020-03-15,,0.0
117.0,Indonesia,5.0,2020-03-15,,8.0
114.0,Thailand,1.0,2020-03-15,,35.0
113.0,India,2.0,2020-03-15,,13.0
112.0,Kuwait,0.0,2020-03-15,,5.0
110.0,Egypt,2.0,2020-03-15,,21.0
110.0,Lebanon,3.0,2020-03-15,,1.0
101.0,San Marino,5.0,2020-03-15,,4.0
98.0,United Arab Emirates,0.0,2020-03-15,,23.0
63.0,Russia,0.0,2020-03-15,,8.0
59.0,Luxembourg,1.0,2020-03-15,,0.0
59.0,Taiwan*,1.0,2020-03-15,,20.0
56.0,Vietnam,0.0,2020-03-15,,16.0
54.0,Slovakia,0.0,2020-03-15,,0.0
53.0,Pakistan,0.0,2020-03-15,,2.0
51.0,South Africa,0.0,2020-03-15,,0.0
50.0,Brunei,0.0,2020-03-15,,0.0
49.0,Croatia,0.0,2020-03-15,,1.0
48.0,Algeria,4.0,2020-03-15,,12.0
45.0,Argentina,2.0,2020-03-15,,1.0
51.0,Bulgaria,2.0,2020-03-15,,0.0
43.0,Panama,1.0,2020-03-15,,0.0
43.0,Peru,0.0,2020-03-15,,0.0
42.0,Albania,1.0,2020-03-15,,0.0
41.0,Mexico,0.0,2020-03-15,,4.0
34.0,Colombia,0.0,2020-03-15,,0.0
32.0,Hungary,1.0,2020-03-15,,1.0
30.0,Latvia,0.0,2020-03-15,,1.0
28.0,Morocco,1.0,2020-03-15,,1.0
27.0,Costa Rica,0.0,2020-03-15,,0.0
26.0,Armenia,0.0,2020-03-15,,0.0
24.0,Bosnia and Herzegovina,0.0,2020-03-15,,0.0
21.0,Malta,0.0,2020-03-15,,1.0
22.0,Oman,0.0,2020-03-15,,9.0
16.0,Afghanistan,0.0,2020-03-15,,0.0
12.0,Lithuania,0.0,2020-03-15,,1.0
18.0,Sri Lanka,0.0,2020-03-15,,1.0
9.0,Kazakhstan,0.0,2020-03-15,,0.0
10.0,Venezuela,0.0,2020-03-15,,0.0
8.0,Jordan,0.0,2020-03-15,,1.0
7.0,Reunion,0.0,2020-03-15,,0.0
6.0,Turkey,0.0,2020-03-15,,0.0
5.0,Bangladesh,0.0,2020-03-15,,0.0
3.0,Honduras,0.0,2020-03-15,,0.0
3.0,United Kingdom,0.0,2020-03-15,,0.0
2.0,Seychelles,0.0,2020-03-15,,0.0
1.0,Central African Republic,0.0,2020-03-15,,0.0
1.0,Congo (Brazzaville),0.0,2020-03-15,,0.0
1.0,Rwanda,0.0,2020-03-15,,0.0
1.0,Uzbekistan,0.0,2020-03-15,,0.0
27980.0,Italy,2158.0,2020-03-16,,2749.0
14991.0,Iran,853.0,2020-03-16,,4590.0
9942.0,Spain,342.0,2020-03-16,,530.0
8236.0,"Korea, South",75.0,2020-03-16,,1137.0
7272.0,Germany,17.0,2020-03-16,,67.0
1333.0,Norway,3.0,2020-03-16,,1.0
1103.0,Sweden,6.0,2020-03-16,,1.0
1058.0,Belgium,5.0,2020-03-16,,1.0
1018.0,Austria,3.0,2020-03-16,,6.0
825.0,Japan,27.0,2020-03-16,,144.0
566.0,Malaysia,0.0,2020-03-16,,42.0
439.0,Qatar,0.0,2020-03-16,,4.0
331.0,Greece,4.0,2020-03-16,,8.0
331.0,Portugal,0.0,2020-03-16,,3.0
298.0,Czechia,0.0,2020-03-16,,3.0
277.0,Finland,0.0,2020-03-16,,10.0
255.0,Israel,0.0,2020-03-16,,4.0
253.0,Slovenia,1.0,2020-03-16,,0.0
243.0,Singapore,0.0,2020-03-16,,109.0
214.0,Bahrain,1.0,2020-03-16,,77.0
205.0,Estonia,0.0,2020-03-16,,1.0
200.0,Brazil,0.0,2020-03-16,,1.0
180.0,Iceland,0.0,2020-03-16,,0.0
177.0,Poland,4.0,2020-03-16,,13.0
169.0,Ireland,2.0,2020-03-16,,0.0
158.0,Romania,0.0,2020-03-16,,9.0
155.0,Chile,0.0,2020-03-16,,0.0
150.0,Egypt,2.0,2020-03-16,,27.0
147.0,Thailand,1.0,2020-03-16,,35.0
142.0,Philippines,12.0,2020-03-16,,2.0
136.0,Pakistan,0.0,2020-03-16,,2.0
134.0,Indonesia,5.0,2020-03-16,,8.0
124.0,Iraq,10.0,2020-03-16,,26.0
123.0,Kuwait,0.0,2020-03-16,,9.0
119.0,India,2.0,2020-03-16,,13.0
118.0,Saudi Arabia,0.0,2020-03-16,,2.0
109.0,San Marino,7.0,2020-03-16,,4.0
99.0,Lebanon,3.0,2020-03-16,,1.0
98.0,United Arab Emirates,0.0,2020-03-16,,23.0
90.0,Russia,0.0,2020-03-16,,8.0
86.0,Peru,0.0,2020-03-16,,0.0
77.0,Luxembourg,1.0,2020-03-16,,0.0
67.0,Taiwan*,1.0,2020-03-16,,20.0
63.0,Slovakia,0.0,2020-03-16,,0.0
62.0,South Africa,0.0,2020-03-16,,0.0
61.0,Vietnam,0.0,2020-03-16,,16.0
57.0,Croatia,0.0,2020-03-16,,2.0
56.0,Argentina,2.0,2020-03-16,,1.0
55.0,Panama,1.0,2020-03-16,,0.0
55.0,Serbia,0.0,2020-03-16,,1.0
54.0,Algeria,4.0,2020-03-16,,12.0
54.0,Brunei,0.0,2020-03-16,,0.0
54.0,Colombia,0.0,2020-03-16,,0.0
53.0,Mexico,0.0,2020-03-16,,4.0
52.0,Armenia,0.0,2020-03-16,,0.0
52.0,Bulgaria,2.0,2020-03-16,,0.0
51.0,Albania,1.0,2020-03-16,,0.0
39.0,Hungary,1.0,2020-03-16,,1.0
37.0,Ecuador,2.0,2020-03-16,,0.0
36.0,Belarus,0.0,2020-03-16,,3.0
35.0,Costa Rica,0.0,2020-03-16,,0.0
34.0,Latvia,0.0,2020-03-16,,1.0
33.0,Cyprus,0.0,2020-03-16,,0.0
33.0,Georgia,0.0,2020-03-16,,1.0
30.0,Malta,0.0,2020-03-16,,2.0
29.0,Morocco,1.0,2020-03-16,,1.0
28.0,Sri Lanka,0.0,2020-03-16,,1.0
25.0,Bosnia and Herzegovina,0.0,2020-03-16,,0.0
24.0,Senegal,0.0,2020-03-16,,2.0
23.0,Moldova,0.0,2020-03-16,,0.0
22.0,Oman,0.0,2020-03-16,,9.0
21.0,Afghanistan,0.0,2020-03-16,,1.0
20.0,Tunisia,0.0,2020-03-16,,0.0
18.0,North Macedonia,0.0,2020-03-16,,1.0
18.0,Turkey,0.0,2020-03-16,,0.0
17.0,Jordan,0.0,2020-03-16,,1.0
17.0,Lithuania,0.0,2020-03-16,,1.0
17.0,Venezuela,0.0,2020-03-16,,0.0
15.0,Azerbaijan,1.0,2020-03-16,,6.0
15.0,Burkina Faso,0.0,2020-03-16,,0.0
15.0,Martinique,1.0,2020-03-16,,0.0
11.0,Bolivia,0.0,2020-03-16,,0.0
11.0,French Guiana,0.0,2020-03-16,,0.0
10.0,Jamaica,0.0,2020-03-16,,2.0
10.0,Kazakhstan,0.0,2020-03-16,,0.0
9.0,Reunion,0.0,2020-03-16,,0.0
8.0,Bangladesh,0.0,2020-03-16,,2.0
8.0,Paraguay,0.0,2020-03-16,,0.0
8.0,Uruguay,0.0,2020-03-16,,0.0
7.0,Monaco,0.0,2020-03-16,,0.0
7.0,Ukraine,1.0,2020-03-16,,0.0
6.0,Guadeloupe,0.0,2020-03-16,,0.0
6.0,Honduras,0.0,2020-03-16,,0.0
6.0,Uzbekistan,0.0,2020-03-16,,0.0
5.0,Ethiopia,0.0,2020-03-16,,0.0
5.0,Rwanda,0.0,2020-03-16,,0.0
4.0,Cameroon,0.0,2020-03-16,,0.0
4.0,Trinidad and Tobago,0.0,2020-03-16,,0.0
3.0,Guam,0.0,2020-03-16,,0.0
3.0,Kenya,0.0,2020-03-16,,0.0
3.0,Puerto Rico,0.0,2020-03-16,,0.0
3.0,Seychelles,0.0,2020-03-16,,0.0
2.0,Andorra,0.0,2020-03-16,,1.0
2.0,Guatemala,1.0,2020-03-16,,0.0
2.0,Saint Lucia,0.0,2020-03-16,,0.0
1.0,Benin,0.0,2020-03-16,,0.0
1.0,Central African Republic,0.0,2020-03-16,,0.0
1.0,Congo (Brazzaville),0.0,2020-03-16,,0.0
1.0,Greenland,0.0,2020-03-16,,0.0
1.0,Liberia,0.0,2020-03-16,,0.0
1.0,Mayotte,0.0,2020-03-16,,0.0
1.0,Republic of the Congo,0.0,2020-03-16,,0.0
1.0,Somalia,0.0,2020-03-16,,0.0
1.0,Tanzania,0.0,2020-03-16,,0.0
1.0,The Bahamas,0.0,2020-03-16,,0.0
